
100 3.5e-05
600 0.000532
1100 0.004823
1600 0.00631
2100 0.011533
2600 0.011896
3100 0.016869
3600 0.018264
4100 0.024901
4600 0.028593
5100 0.036687
5600 0.044942
6100 0.049801
6600 0.057212
7100 0.066351
7600 0.07473
8100 0.084812
8600 0.095509
9100 0.10941
9600 0.12144
10100 0.129713
10600 0.140725
11100 0.160822
11600 0.166848
12100 0.19004
12600 0.199124
13100 0.216359
13600 0.237022
14100 0.25758
14600 0.266097
15100 0.295286
15600 0.306757
16100 0.325369
16600 0.346616
17100 0.37376
17600 0.391138
18100 0.4054
18600 0.429343
19100 0.454066
19600 0.471319
20100 0.496723
20600 0.520665
21100 0.547493
21600 0.578902
22100 0.601908
22600 0.632709
23100 0.663755
23600 0.687787
24100 0.715038
24600 0.745167
25100 0.777435
25600 0.825422
26100 0.847555
26600 0.891961
27100 0.916153
27600 0.956624
28100 0.981259
28600 1.01496
29100 1.07349
29600 1.14771
30100 1.14376
