
100 1.9522e-05
600 0.000102714
1100 0.000207591
1600 0.000309102
2100 0.000415341
2600 0.000536364
3100 0.000634044
3600 0.000748303
4100 0.000861767
4600 0.000985073
5100 0.00109196
5600 0.00122187
6100 0.00132789
6600 0.00148959
7100 0.00156192
7600 0.00170056
8100 0.00181917
8600 0.00195964
9100 0.00208784
9600 0.00219782
10100 0.00230543
10600 0.00248822
11100 0.0026908
11600 0.00269547
12100 0.00279031
12600 0.00291126
13100 0.00304703
13600 0.00316643
14100 0.00332121
14600 0.00344187
15100 0.00357458
15600 0.00370603
16100 0.00385495
16600 0.0040077
17100 0.00416284
17600 0.00432391
18100 0.00443291
18600 0.0045739
19100 0.00463407
19600 0.00479518
20100 0.0048468
20600 0.00507002
21100 0.00521036
21600 0.00532337
22100 0.00546046
22600 0.00549268
23100 0.00570315
23600 0.00587448
24100 0.00591396
24600 0.00596536
25100 0.00641663
25600 0.00641753
26100 0.00655243
26600 0.00662445
27100 0.00699336
27600 0.0067736
28100 0.00682125
28600 0.00697566
29100 0.00748469
29600 0.0072448
30100 0.00739241
