
100 8.2e-05
600 0.001902
1100 0.007264
1600 0.00815
2100 0.01756
2600 0.025696
3100 0.036163
3600 0.045628
4100 0.058509
4600 0.081914
5100 0.09691
5600 0.111348
6100 0.133045
6600 0.154754
7100 0.182034
7600 0.218941
8100 0.238632
8600 0.278989
9100 0.291097
9600 0.317116
10100 0.349842
10600 0.387208
11100 0.419894
11600 0.467147
12100 0.497382
12600 0.54044
13100 0.581919
13600 0.647832
14100 0.679725
14600 0.725779
15100 0.777475
15600 0.827946
16100 0.900592
16600 0.950562
17100 1.0493
17600 1.0901
18100 1.14218
18600 1.19424
19100 1.26983
19600 1.30611
20100 1.39157
20600 1.4553
21100 1.52421
21600 1.60176
22100 1.66181
22600 1.73886
23100 1.81153
23600 1.8973
24100 1.9641
24600 2.03582
25100 2.14037
25600 2.24087
26100 2.35991
26600 2.37631
27100 2.48602
27600 2.56883
28100 2.64984
28600 2.73734
29100 2.84853
29600 2.94566
30100 3.0508
