
100 4.1e-05
600 0.00211
1100 0.00465
1600 0.007477
2100 0.013745
2600 0.018897
3100 0.027843
3600 0.033629
4100 0.043371
4600 0.056103
5100 0.069347
5600 0.083768
6100 0.10159
6600 0.119993
7100 0.138955
7600 0.159493
8100 0.182949
8600 0.209126
9100 0.235281
9600 0.263348
10100 0.294271
10600 0.324389
11100 0.356383
11600 0.39131
12100 0.426572
12600 0.466223
13100 0.50277
13600 0.543667
14100 0.592247
14600 0.632736
15100 0.676631
15600 0.72631
16100 0.776968
16600 0.826942
17100 0.878416
17600 0.933236
18100 0.99123
18600 1.04788
19100 1.1243
19600 1.17223
20100 1.23585
20600 1.31222
21100 1.37815
21600 1.44345
22100 1.51062
22600 1.58469
23100 1.65587
23600 1.7231
24100 1.78665
24600 1.86058
25100 1.93764
25600 2.01819
26100 2.10736
26600 2.20067
27100 2.28431
27600 2.35598
28100 2.46655
28600 2.52948
29100 2.64767
29600 2.73344
30100 2.82781
