
100 2.7e-05
600 0.002302
1100 0.003144
1600 0.007365
2100 0.014675
2600 0.02142
3100 0.027328
3600 0.045989
4100 0.04664
4600 0.062425
5100 0.067845
5600 0.081973
6100 0.097265
6600 0.115165
7100 0.13467
7600 0.146958
8100 0.167307
8600 0.198626
9100 0.218753
9600 0.24511
10100 0.265277
10600 0.300539
11100 0.320123
11600 0.335482
12100 0.367148
12600 0.39956
13100 0.433203
13600 0.468729
14100 0.514674
14600 0.541448
15100 0.599545
15600 0.617576
16100 0.659079
16600 0.690553
17100 0.813365
17600 0.801206
18100 0.838648
18600 0.868868
19100 0.92212
19600 0.96407
20100 1.04305
20600 1.10494
21100 1.15798
21600 1.19694
22100 1.23948
22600 1.32657
23100 1.41872
23600 1.42255
24100 1.60681
24600 1.58339
25100 1.59977
25600 1.69901
26100 1.76073
26600 1.81524
27100 1.83049
27600 1.9003
28100 2.09982
28600 2.10197
29100 2.12811
29600 2.35512
30100 2.28045
