
100 6.85e-07
600 3.15e-06
1100 6.396e-06
1600 5.373e-06
2100 7.251e-06
2600 9.067e-06
3100 1.0437e-05
3600 1.2535e-05
4100 1.3748e-05
4600 1.5264e-05
5100 1.5605e-05
5600 1.7958e-05
6100 1.8975e-05
6600 2.0124e-05
7100 2.8623e-05
7600 2.9438e-05
8100 2.4118e-05
8600 2.5652e-05
9100 2.7049e-05
9600 2.8818e-05
10100 2.9545e-05
10600 3.1158e-05
11100 3.2136e-05
11600 3.36e-05
12100 3.4845e-05
12600 3.6713e-05
13100 3.7823e-05
13600 3.9106e-05
14100 4.0025e-05
14600 4.1311e-05
15100 4.2709e-05
15600 4.5175e-05
16100 4.5271e-05
16600 4.6855e-05
17100 4.8261e-05
17600 5.4731e-05
18100 5.0674e-05
18600 5.1654e-05
19100 5.3319e-05
19600 5.4506e-05
20100 5.5737e-05
20600 5.7376e-05
21100 5.893e-05
21600 5.975e-05
22100 6.105e-05
22600 6.2457e-05
23100 6.3946e-05
23600 6.4913e-05
24100 6.676e-05
24600 6.7766e-05
25100 6.9255e-05
25600 7.0249e-05
26100 7.1563e-05
26600 7.8019e-05
27100 7.453e-05
27600 7.5971e-05
28100 7.747e-05
28600 7.8425e-05
29100 7.988e-05
29600 8.1437e-05
30100 8.2163e-05
