
100 2.8e-05
600 0.002063
1100 0.006611
1600 0.012723
2100 0.014528
2600 0.018815
3100 0.026825
3600 0.034993
4100 0.044991
4600 0.066295
5100 0.070172
5600 0.08282
6100 0.101496
6600 0.123003
7100 0.13911
7600 0.161281
8100 0.184241
8600 0.209136
9100 0.236175
9600 0.267007
10100 0.303204
10600 0.330461
11100 0.361507
11600 0.398675
12100 0.431831
12600 0.472346
13100 0.505255
13600 0.549687
14100 0.677768
14600 0.657953
15100 0.688104
15600 0.728458
16100 0.781108
16600 0.832947
17100 0.883352
17600 0.939504
18100 0.995761
18600 1.05668
19100 1.12465
19600 1.19309
20100 1.25071
20600 1.31647
21100 1.36916
21600 1.43716
22100 1.5112
22600 1.5918
23100 1.76878
23600 1.73021
24100 1.83391
24600 1.90632
25100 1.98399
25600 2.06653
26100 2.24916
26600 2.22704
27100 2.31824
27600 2.50665
28100 2.50714
28600 2.61704
29100 2.7216
29600 2.8189
30100 2.89861
